Team,Year,Week,coverprob,predspread,spread,order,opponent,coverprob_diff,predspread_diff
Arizona Cardinals,2025,7,0.33256978,-3.4986994,6.5,10.0,Green Bay Packers,-0.005820155143737793,-0.7423403263092041
Atlanta Falcons,2025,7,0.31583,-0.6849637,2.5,12.0,San Francisco 49ers,-0.08136272430419922,0.36253905296325684
Baltimore Ravens,2025,7,0.33687133,-1.3717126,,,,,
Buffalo Bills,2025,7,0.24729288,-2.047263,,,,,
Carolina Panthers,2025,7,0.35413134,-1.1405913,-1.5,2.0,New York Jets,-0.022525489330291748,2.4924426078796387
Chicago Bears,2025,7,0.36762422,-0.4956463,-4.5,3.0,New Orleans Saints,0.025438904762268066,4.159001350402832
Cincinnati Bengals,2025,7,0.36762422,-0.73877996,5.5,0.0,Pittsburgh Steelers,-0.07531231641769409,3.8915858268737793
Cleveland Browns,2025,7,0.34532416,-0.39656955,-2.5,4.0,Miami Dolphins,-0.029542982578277588,1.1525537967681885
Dallas Cowboys,2025,7,0.3650772,-1.6299601,2.5,11.0,Washington Commanders,-0.05813395977020264,-0.9016539454460144
Denver Broncos,2025,7,0.3650772,-1.458809,-7.0,8.0,New York Giants,0.008621692657470703,-1.3415602445602417
Detroit Lions,2025,7,0.32505327,-0.5711417,-5.5,13.0,Tampa Bay Buccaneers,-0.14339089393615723,1.59885573387146
Green Bay Packers,2025,7,0.33838993,-2.756359,-6.5,10.0,Arizona Cardinals,0.005820155143737793,0.7423403263092041
Houston Texans,2025,7,0.33451968,-1.589332,3.0,14.0,Seattle Seahawks,-0.1252361536026001,-0.6136572957038879
Indianapolis Colts,2025,7,0.37051553,-1.0693637,1.5,9.0,Los Angeles Chargers,0.01476830244064331,-0.07127416133880615
Jacksonville Jaguars,2025,7,0.34718,-1.531533,3.0,1.0,Los Angeles Rams,-0.03716391324996948,2.3161261081695557
Kansas City Chiefs,2025,7,0.35546148,-4.5861764,-11.5,5.0,Las Vegas Raiders,-0.02326643466949463,-4.483935356140137
Las Vegas Raiders,2025,7,0.3787279,-0.102241084,11.5,5.0,Kansas City Chiefs,0.02326643466949463,4.483935356140137
Los Angeles Chargers,2025,7,0.35574722,-0.99808955,-1.5,9.0,Indianapolis Colts,-0.01476830244064331,0.07127416133880615
Los Angeles Rams,2025,7,0.38434392,-3.847659,-3.0,1.0,Jacksonville Jaguars,0.03716391324996948,-2.3161261081695557
Miami Dolphins,2025,7,0.37486714,-1.5491234,2.5,4.0,Cleveland Browns,0.029542982578277588,-1.1525537967681885
Minnesota Vikings,2025,7,0.30290228,-3.0254369,1.5,6.0,Philadelphia Eagles,0.05336850881576538,0.3912782669067383
New England Patriots,2025,7,0.34728014,-3.7279646,-7.0,7.0,Tennessee Titans,-0.06912535429000854,-2.6146364212036133
New Orleans Saints,2025,7,0.34218532,-4.654648,4.5,3.0,Chicago Bears,-0.025438904762268066,-4.159001350402832
New York Giants,2025,7,0.3564555,-0.11724874,7.0,8.0,Denver Broncos,-0.008621692657470703,1.3415602445602417
New York Jets,2025,7,0.37665683,-3.6330338,1.5,2.0,Carolina Panthers,0.022525489330291748,-2.4924426078796387
Philadelphia Eagles,2025,7,0.24953377,-3.4167151,-1.5,6.0,Minnesota Vikings,-0.05336850881576538,-0.3912782669067383
Pittsburgh Steelers,2025,7,0.44293654,-4.630366,-5.5,0.0,Cincinnati Bengals,0.07531231641769409,-3.8915858268737793
San Francisco 49ers,2025,7,0.39719272,-1.0475028,-2.5,12.0,Atlanta Falcons,0.08136272430419922,-0.36253905296325684
Seattle Seahawks,2025,7,0.45975584,-0.9756747,-3.0,14.0,Houston Texans,0.1252361536026001,0.6136572957038879
Tampa Bay Buccaneers,2025,7,0.46844417,-2.1699975,5.5,13.0,Detroit Lions,0.14339089393615723,-1.59885573387146
Tennessee Titans,2025,7,0.4164055,-1.1133281,7.0,7.0,New England Patriots,0.06912535429000854,2.6146364212036133
Washington Commanders,2025,7,0.42321116,-0.7283061,-2.5,11.0,Dallas Cowboys,0.05813395977020264,0.9016539454460144
