Team,Year,Week,coverprob,predspread,spread,order,opponent,coverprob_diff,predspread_diff
Arizona Cardinals,2023,18,0.74918985,1.3565714,3.0,8,Seattle Seahawks,0.3238401412963867,2.9127038717269897
Atlanta Falcons,2023,18,0.8038293,2.075686,3.0,2,New Orleans Saints,0.3865582346916199,6.182826519012451
Baltimore Ravens,2023,18,0.39086545,-3.8472137,3.0,0,Pittsburgh Steelers,-0.0799909234046936,1.7496037483215332
Buffalo Bills,2023,18,0.57015884,-0.79500014,-2.5,15,Miami Dolphins,0.2892557382583618,0.2092493176460266
Carolina Panthers,2023,18,0.59585285,-0.37273857,4.0,3,Tampa Bay Buccaneers,0.19636839628219604,-0.858034074306488
Chicago Bears,2023,18,0.5260835,1.223262,3.0,9,Green Bay Packers,0.2347317934036255,4.512406229972839
Cincinnati Bengals,2023,18,0.60455334,-0.8658848,-7.5,4,Cleveland Browns,0.06629472970962524,-3.152764320373535
Cleveland Browns,2023,18,0.5382586,2.2868795,7.5,4,Cincinnati Bengals,-0.06629472970962524,3.152764320373535
Dallas Cowboys,2023,18,0.4822032,-0.8546415,-13.0,10,Washington Commanders,0.011933326721191406,-2.4494324326515198
Denver Broncos,2023,18,0.4135276,1.825704,3.0,11,Las Vegas Raiders,-0.021641552448272705,0.31280434131622314
Detroit Lions,2023,18,0.5057527,2.5432253,-3.5,5,Minnesota Vikings,0.015446960926055908,2.654283843934536
Green Bay Packers,2023,18,0.29135174,-3.2891443,-3.0,9,Chicago Bears,-0.2347317934036255,-4.512406229972839
Houston Texans,2023,18,0.61933434,0.2043427,-1.5,1,Indianapolis Colts,0.057280898094177246,0.9208356440067291
Indianapolis Colts,2023,18,0.56205344,-0.71649295,1.5,1,Houston Texans,-0.057280898094177246,-0.9208356440067291
Jacksonville Jaguars,2023,18,0.32064384,-5.3765936,-4.5,6,Tennessee Titans,-0.3362811207771301,-5.627037465572357
Kansas City Chiefs,2023,18,0.5122814,-2.4662595,3.5,12,Los Angeles Chargers,0.30841124057769775,-2.755082368850708
Las Vegas Raiders,2023,18,0.43516916,1.5128996,-3.0,11,Denver Broncos,0.021641552448272705,-0.31280434131622314
Los Angeles Chargers,2023,18,0.20387018,0.2888229,-3.5,12,Kansas City Chiefs,-0.30841124057769775,2.755082368850708
Los Angeles Rams,2023,18,0.7348951,1.3176455,4.5,13,San Francisco 49ers,0.1683071255683899,-0.8422205448150635
Miami Dolphins,2023,18,0.2809031,-1.0042495,2.5,15,Buffalo Bills,-0.2892557382583618,-0.2092493176460266
Minnesota Vikings,2023,18,0.49030572,-0.111058556,3.5,5,Detroit Lions,-0.015446960926055908,-2.654283843934536
New England Patriots,2023,18,0.33425713,-4.047974,-2.5,7,New York Jets,-0.26315826177597046,-4.696927011013031
New Orleans Saints,2023,18,0.41727108,-4.1071405,-3.0,2,Atlanta Falcons,-0.3865582346916199,-6.182826519012451
New York Giants,2023,18,0.47689843,0.29754725,5.0,14,Philadelphia Eagles,0.1098296046257019,5.325580507516861
New York Jets,2023,18,0.5974154,0.6489529,2.5,7,New England Patriots,0.26315826177597046,4.696927011013031
Philadelphia Eagles,2023,18,0.36706883,-5.0280333,-5.0,14,New York Giants,-0.1098296046257019,-5.325580507516861
Pittsburgh Steelers,2023,18,0.47085637,-5.5968175,-3.0,0,Baltimore Ravens,0.0799909234046936,-1.7496037483215332
San Francisco 49ers,2023,18,0.566588,2.159866,-4.5,13,Los Angeles Rams,-0.1683071255683899,0.8422205448150635
Seattle Seahawks,2023,18,0.4253497,-1.5561324,-3.0,8,Arizona Cardinals,-0.3238401412963867,-2.9127038717269897
Tampa Bay Buccaneers,2023,18,0.39948446,0.4852955,-4.0,3,Carolina Panthers,-0.19636839628219604,0.858034074306488
Tennessee Titans,2023,18,0.65692496,0.25044388,4.5,6,Jacksonville Jaguars,0.3362811207771301,5.627037465572357
Washington Commanders,2023,18,0.47026986,1.5947909,13.0,10,Dallas Cowboys,-0.011933326721191406,2.4494324326515198
